1	0.000000	0.000000
2	82.880000	116.800000
3	78.400000	117.440000
4	80.000000	117.760000
5	-0.320000	-0.320000
6	80.640000	117.120000
7	85.440000	117.440000
8	80.320000	117.760000
9	78.720000	115.520000
10	80.640000	118.720000
11	80.640000	119.040000
12	79.360000	113.920000
13	79.040000	117.440000
14	80.960000	120.640000
15	80.960000	119.040000
16	85.120000	118.080000
17	80.000000	116.800000
18	82.560000	119.040000
19	81.280000	117.440000
20	80.640000	119.680000
21	84.800000	118.080000
22	82.240000	119.040000
23	81.280000	117.120000
24	82.560000	118.720000
25	78.080000	117.120000
26	80.320000	118.080000
27	81.920000	118.400000
28	78.080000	117.440000
29	78.080000	116.160000
30	82.560000	118.720000
31	81.600000	116.480000
32	81.600000	116.480000
33	81.280000	117.760000
34	82.560000	118.080000
35	77.760000	115.840000
36	78.400000	115.840000
37	80.320000	118.400000
38	82.560000	116.480000
39	80.000000	116.800000
40	80.960000	119.040000
41	80.960000	118.080000
42	79.360000	116.160000
43	80.320000	114.240000
44	82.560000	118.720000
45	80.320000	116.800000
46	79.040000	116.160000
47	80.640000	117.760000
48	81.600000	117.440000
49	81.600000	117.440000
50	79.360000	119.360000
51	81.920000	116.160000
52	81.920000	118.720000
53	79.680000	117.760000
54	78.720000	118.400000
55	81.600000	119.680000
56	77.440000	119.360000
57	80.640000	115.520000
58	79.040000	119.680000
59	79.360000	118.400000
60	80.640000	117.440000
61	81.600000	116.480000
62	79.360000	118.080000
63	80.960000	115.840000
64	80.960000	115.520000
65	80.320000	119.680000
66	80.000000	119.360000
67	81.600000	117.760000
68	79.360000	118.080000
69	80.640000	120.000000
70	79.040000	115.520000
71	78.400000	119.360000
72	79.680000	120.000000
73	81.280000	119.040000
74	79.360000	119.040000
75	76.160000	117.120000
76	79.360000	120.640000
77	80.000000	116.800000
78	80.960000	118.080000
79	80.640000	116.800000
80	81.920000	119.360000
81	76.800000	117.760000
82	80.640000	117.760000
83	81.600000	120.000000
84	80.640000	118.080000
85	79.360000	118.080000
86	82.240000	115.840000
87	78.400000	115.200000
88	80.640000	116.160000
89	80.640000	119.680000
90	80.640000	120.000000
91	81.280000	118.400000
92	80.640000	120.640000
93	78.080000	119.040000
94	77.760000	121.280000
95	76.160000	119.040000
96	77.440000	116.800000
97	78.080000	120.000000
98	79.680000	118.720000
99	80.640000	118.400000
100	81.600000	118.400000
101	82.560000	115.520000
102	78.400000	117.760000
103	79.360000	118.080000
104	80.320000	117.120000
105	78.080000	117.120000
106	74.240000	117.440000
107	78.400000	117.440000
108	80.320000	119.360000
109	80.000000	117.120000
110	81.920000	119.040000
111	81.280000	117.120000
112	84.160000	118.400000
113	80.320000	116.480000
114	79.040000	118.400000
115	79.680000	118.400000
116	78.720000	115.520000
117	80.960000	118.720000
118	82.560000	118.720000
119	82.240000	117.120000
120	82.240000	118.720000
121	80.320000	118.720000
122	79.040000	119.040000
123	78.400000	117.760000
124	81.920000	118.080000
125	78.720000	119.360000
126	79.680000	119.360000
127	79.680000	118.720000
128	79.680000	117.440000
129	78.720000	115.520000
130	79.360000	115.840000
131	79.040000	116.480000
132	79.680000	120.640000
133	80.960000	119.360000
134	79.360000	116.160000
135	76.480000	116.800000
136	78.400000	116.800000
137	80.000000	115.840000
138	82.560000	117.760000
139	82.560000	119.040000
140	80.960000	118.720000
141	80.000000	116.800000
142	80.000000	118.720000
143	79.680000	120.320000
144	82.880000	117.120000
145	80.320000	116.160000
146	80.320000	120.000000
147	81.280000	119.360000
148	80.320000	118.400000
149	81.280000	117.760000
150	78.400000	118.400000
151	78.400000	120.000000
152	77.760000	119.360000
153	81.280000	114.240000
154	78.080000	114.880000
155	82.240000	117.440000
156	80.960000	117.760000
157	78.720000	118.400000
158	79.680000	116.160000
159	80.960000	115.520000
160	80.320000	117.440000
161	79.360000	119.040000
162	79.680000	116.160000
163	80.000000	117.120000
164	79.360000	117.760000
165	80.000000	115.840000
166	80.640000	113.600000
167	81.920000	118.080000
168	80.960000	117.760000
169	79.360000	114.880000
170	78.720000	116.160000
171	79.040000	115.840000
172	80.000000	116.800000
173	80.320000	115.840000
174	79.680000	116.160000
175	79.360000	117.440000
176	80.640000	114.240000
177	80.960000	118.400000
178	79.680000	118.080000
179	79.680000	116.480000
180	80.000000	118.080000
181	79.680000	116.800000
182	80.000000	117.120000
183	80.960000	116.480000
184	76.480000	117.120000
185	80.320000	117.440000
186	80.000000	117.440000
187	80.640000	117.120000
188	79.360000	117.120000
189	78.720000	118.400000
190	81.280000	117.120000
191	78.400000	116.800000
192	80.000000	117.760000
193	79.360000	116.800000
194	80.000000	118.080000
195	80.000000	116.800000
196	79.040000	117.120000
197	80.320000	115.840000
198	81.280000	115.840000
199	79.680000	116.800000
200	79.680000	115.520000
201	78.720000	116.480000
202	79.040000	117.120000
203	81.920000	117.440000
204	79.040000	116.800000
205	80.320000	116.160000
206	81.280000	114.560000
207	81.280000	115.520000
208	81.280000	116.800000
209	79.360000	117.440000
210	80.320000	115.520000
211	79.680000	117.440000
212	78.720000	118.080000
213	79.360000	117.440000
214	79.040000	116.480000
215	79.680000	115.840000
216	80.960000	118.400000
217	80.320000	117.120000
218	80.960000	115.520000
219	79.680000	116.480000
220	81.600000	118.400000
221	81.920000	119.360000
222	81.600000	116.160000
223	79.040000	118.400000
224	83.520000	116.800000
225	80.000000	116.800000
226	82.240000	114.560000
227	82.560000	117.440000
228	80.960000	116.480000
229	79.360000	118.400000
230	82.560000	114.880000
231	82.880000	118.080000
232	81.280000	118.080000
233	83.840000	118.080000
234	81.600000	116.160000
235	81.920000	119.040000
236	81.280000	116.800000
237	81.600000	116.480000
238	80.960000	118.080000
239	80.640000	117.760000
240	79.680000	117.760000
241	79.360000	117.120000
242	81.600000	117.440000
243	81.280000	116.160000
244	80.000000	117.120000
245	81.280000	118.080000
246	82.880000	114.560000
247	80.320000	117.760000
248	81.600000	118.400000
249	81.600000	115.200000
250	83.520000	117.760000
251	81.600000	117.120000
252	82.240000	115.840000
253	79.360000	116.480000
254	83.200000	119.360000
255	80.640000	113.920000
256	81.600000	119.040000
257	82.240000	114.560000
258	82.240000	117.760000
259	82.560000	118.080000
260	79.680000	116.480000
261	82.240000	117.440000
262	81.280000	117.120000
263	82.560000	117.440000
264	82.880000	118.080000
265	81.600000	117.120000
266	81.920000	118.400000
267	83.520000	116.480000
268	80.960000	118.080000
269	81.600000	118.400000
270	83.200000	117.440000
271	81.600000	115.840000
272	81.600000	116.800000
273	81.280000	116.480000
274	79.040000	116.480000
275	79.360000	116.800000
276	80.000000	118.080000
277	80.640000	118.080000
278	76.800000	118.400000
279	82.880000	118.080000
280	81.920000	117.440000
281	82.560000	116.800000
282	80.320000	119.040000
283	82.880000	117.120000
284	80.640000	116.160000
285	77.440000	117.760000
286	82.880000	118.080000
287	80.640000	118.400000
288	81.920000	117.760000
289	80.640000	118.720000
290	80.640000	119.360000
291	82.880000	118.720000
292	80.320000	116.480000
293	79.040000	119.040000
294	80.640000	118.080000
295	80.960000	117.120000
296	81.600000	118.400000
297	80.640000	117.120000
298	81.920000	118.400000
299	79.360000	116.480000
300	79.680000	117.760000
301	79.040000	116.160000
302	81.920000	117.440000
303	80.640000	116.800000
304	80.640000	114.560000
305	82.560000	115.840000
306	80.320000	116.160000
307	80.960000	114.560000
308	78.400000	117.120000
309	79.360000	116.160000
310	80.640000	115.200000
311	80.960000	116.800000
312	80.960000	117.440000
313	81.600000	115.200000
314	81.920000	116.160000
315	78.720000	116.480000
316	79.360000	116.160000
317	79.680000	114.880000
318	80.640000	116.160000
319	80.320000	117.440000
320	80.000000	116.800000
321	79.360000	114.880000
